file_path,speaker_id,accent,transcription,gender
data/audio/processed/libritts/2412_153954_2412_153954_000009_000001.wav,2412,American,"When I had shown them what I did with it, they were astonished but not displeased, and seemed to like the smell.",Unknown
data/audio/processed/libritts/2412_153954_2412_153954_000002_000009.wav,2412,American,"I may as well say at once what my after experience taught me-namely, that with all their faults and extraordinary obliquity of mental vision upon many subjects, they are the very best bred people that I ever fell in with.",Unknown
data/audio/processed/libritts/2412_153947_2412_153947_000020_000004.wav,2412,American,"I have also parted with the word ""infortuniam"" (though not without regret), but have not dared to meddle with other similar inaccuracies.",Unknown
data/audio/processed/libritts/2412_153947_2412_153947_000017_000005.wav,2412,American,"On my return, I purposely avoided looking into it until I had sent back my last revises to the printer.",Unknown
data/audio/processed/libritts/2412_153947_2412_153947_000034_000000.wav,2412,American,"Having now, I fear, at too great length done what I was asked to do, I should like to add a few words on my own account.",Unknown
data/audio/processed/libritts/2412_153947_2412_153947_000017_000006.wav,2412,American,"Then I had much pleasure in reading it, but was indeed surprised at the many little points of similarity between the two books, in spite of their entire independence to one another.",Unknown
data/audio/processed/libritts/2412_153947_2412_153947_000017_000001.wav,2412,American,"This is a mistake, though a perfectly natural one.",Unknown
data/audio/processed/libritts/2412_153947_2412_153947_000030_000000.wav,2412,American,"I also wrote about this time the substance of what ultimately became the Musical Banks, and the trial of a man for being in a consumption.",Unknown
data/audio/processed/libritts/2412_153947_2412_153947_000029_000000.wav,2412,American,"The next part of ""Erewhon"" that I wrote was the ""World of the Unborn,"" a preliminary form of which was sent to mr Holyoake's paper, but as I cannot find it among those copies of the Reasoner that are in the British Museum, I conclude that it was not accepted.",Unknown
data/audio/processed/libritts/2412_153947_2412_153947_000023_000000.wav,2412,American,june ninth eighteen seventy two,Unknown
data/audio/processed/libritts/2412_153947_2412_153947_000014_000000.wav,2412,American,"The Author wishes it to be understood that Erewhon is pronounced as a word of three syllables, all short-thus, E re whon.",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000007_000001.wav,2412,American,"The colony was one which had not been opened up even to the most adventurous settlers for more than eight or nine years, having been previously uninhabited, save by a few tribes of savages who frequented the seaboard.",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000013_000006.wav,2412,American,"Alas! they are both mistaken; the ewe is not the lamb's ewe, they are neither kin nor kind to one another, and part in coldness.",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000013_000005.wav,2412,American,"Aha! they see, and rush towards each other.",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000013_000002.wav,2412,American,wonderful!,Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000008_000002.wav,2412,American,"The climate was temperate, and very healthy; there were no wild animals, nor were the natives dangerous, being few in number and of an intelligent tractable disposition.",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000011_000003.wav,2412,American,"I had a telescope and a dog, and would take bread and meat and tobacco with me. Starting with early dawn, it would be night before I could complete my round; for the mountain over which I had to go was very high.",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000003_000001.wav,2412,American,"Suffice it, that when I left home it was with the intention of going to some new colony, and either finding, or even perhaps purchasing, waste crown land suitable for cattle or sheep farming, by which means I thought that I could better my fortunes more rapidly than in England.",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000012_000004.wav,2412,American,"I knew that there was a range still farther back; but except from one place near the very top of my own mountain, no part of it was visible: from this point, however, I saw, whenever there were no clouds, a single snow clad peak, many miles away, and I should think about as high as any mountain in the world.",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000015_000005.wav,2412,American,"I would try the nearer range, and see how far I could go.",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000015_000004.wav,2412,American,This would be the highest triumph that I could wish for; but it was too much to think of yet.,Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000015_000006.wav,2412,American,"Even if I did not find country, might I not find gold, or diamonds, or copper, or silver?",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000015_000003.wav,2412,American,Could I hope to cross it?,Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000009_000003.wav,2412,American,"Men pushed farther and farther into the mountains, and found a very considerable tract inside the front range, between it and another which was loftier still, though even this was not the highest, the great snowy one which could be seen from out upon the plains.",Unknown
data/audio/processed/libritts/2412_153948_2412_153948_000015_000001.wav,2412,American,Ah! who could say?,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000028_000000.wav,2078,American,RICE BREAD.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000019_000008.wav,2078,American,"In three quarters hour look at it, and should it have swollen very much, and begin to crack, it will be light enough to bake.",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000087_000003.wav,2078,American,"The nations who make use of it grind it, in the primitive manner, between two stones, and make it into a diet which, cannot be properly called bread, but rather a kind of soft thin cake half baked.",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000020_000000.wav,2078,American,[Illustration: ITALIAN MILLET.],Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000048_000000.wav,2078,American,TO MAKE DRY TOAST.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000036_000000.wav,2078,American,SODA BREAD.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000054_000000.wav,2078,American,[Illustration: MUFFINS.],Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000010_000000.wav,2078,American,seventeen seventeen.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000059_000000.wav,2078,American,[Illustration: CRUMPETS.],Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000085_000003.wav,2078,American,"They should be kept in a closed tin canister in a dry place, to preserve their crispness.",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000085_000000.wav,2078,American,seventeen thirty three.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000018_000000.wav,2078,American,[Illustration: TIN BREAD.],Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000004_000000.wav,2078,American,TO MAKE YEAST FOR BREAD.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000033_000000.wav,2078,American,[Illustration: MAIZE PLANT.],Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000043_000000.wav,2078,American,[Illustration: ROLLS.],Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000016_000000.wav,2078,American,seventeen eighteen.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000052_000000.wav,2078,American,MUFFINS.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000079_000000.wav,2078,American,VICTORIA BUNS.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000002_000000.wav,2078,American,RECIPES.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000046_000000.wav,2078,American,HOT ROLLS.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000019_000003.wav,2078,American,"Strew plenty of flour on the top; throw a thick clean cloth over, and set it where the air is warm; but do not place it upon the kitchen fender, for it will become too much heated there.",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000076_000001.wav,2078,American,"Mix all these ingredients well together; make a hole in the middle of the flour, and pour in the milk, mixed with the egg, which should be well beaten; mix quickly, and set the dough, with a fork, on baking tins, and bake the buns for about twenty minutes.",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000019_000002.wav,2078,American,"Pour the yeast into the hole made in the flour, and stir into it as much of that which lies round it as will make a thick batter, in which there must be no lumps.",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000084_000000.wav,2078,American,ITALIAN RUSKS.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000005_000000.wav,2078,American,seventeen sixteen.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000050_000000.wav,2078,American,TO MAKE HOT BUTTERED TOAST.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000019_000005.wav,2078,American,"Then place the pan on a strong chair, or dresser, or table, of convenient height; pour into the sponge the remainder of the warm milk and water; stir into it as much of the flour as you can with the spoon; then wipe it out clean with your fingers, and lay it aside.",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000037_000001.wav,2078,American,"INGREDIENTS.--To every two pounds. of flour allow one teaspoonful of tartaric acid, one teaspoonful of salt, one teaspoonful of carbonate of soda, two breakfast cupfuls of cold milk.",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000049_000000.wav,2078,American,seventeen twenty five.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000019_000010.wav,2078,American,"If baked in tins or pans, rub them with a tiny piece of butter laid on a piece of clean paper, to prevent the dough from sticking to them.",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000019_000004.wav,2078,American,"Look at it from time to time: when it has been laid for nearly an hour, and when the yeast has risen and broken through the flour, so that bubbles appear in it, you will know that it is ready to be made up into dough.",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000058_000000.wav,2078,American,CRUMPETS.,Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000044_000001.wav,2078,American,"Put the flour into a pan, stir in the above ingredients, and let the dough rise, covered in a warm place. Knead it well, make it into rolls, let them rise again for a few minutes, and bake in a quick oven.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000027_000000.wav,3752,American,"The Commandant, roused from slumber, told mr North that Kirkland might stop where he was, and that he'd thank the chaplain not to wake him up in the middle of the night because a blank prisoner set up a blank howling.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000010_000000.wav,3752,American,"Rufus Dawes, among whose sinister memories this yard was numbered, sighed.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000054_000002.wav,3752,American,"Troke reported the ex bank clerk that night to Burgess, and Burgess, who was about to go to dinner with the new chaplain, disposed of his case out of hand.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000045_000000.wav,3752,American,"""I suppose so.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000059_000001.wav,3752,American,I won't have my men knocked up with flogging these rascals.,Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000022_000004.wav,3752,American,"Oh, you ministers of Christ-wolves in sheep's clothing-you shall be judged for this!""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000045_000001.wav,3752,American,"What does he care?""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000054_000003.wav,3752,American,"""Tried to bolt, eh!",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000010_000001.wav,3752,American,"So fierce was the glamour of the place, however, that when locked into his cell, he felt ashamed for that sigh, and strove to erase the memory of it.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000059_000002.wav,3752,American,"If the scourger won't do his duty, tie him up, and give him five and twenty for himself.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000048_000000.wav,3752,American,"""Hold on to me, Miss Nancy,"" said the giant, ""I'm big enough to carry double.""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000059_000003.wav,3752,American,"I'll be down in the morning myself if I can.""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000054_000000.wav,3752,American,"Kirkland only breathed harder, and looked round for mr North, but mr North had gone.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000036_000000.wav,3752,American,"""Kill you,"" returned Dawes, in a tone of surprise at so preposterous a question.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000054_000004.wav,3752,American,Must stop that.,Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000018_000000.wav,3752,American,"But Kirkland could do nothing but cry,--""Oh, mr North!",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000033_000001.wav,3752,American,"His face was of a greenish tint, and wore an expression of bewildered horror.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000022_000003.wav,3752,American,mr North!,Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000051_000001.wav,3752,American,"""You'll see if you won't remember this day.""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000040_000002.wav,3752,American,"March!""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000051_000000.wav,3752,American,"""You young vermin-you shall pay for this,"" cries Troke.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000022_000002.wav,3752,American,"""Would you see me perish, body and soul, in this place?",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000033_000000.wav,3752,American,"In the morning, Rufus Dawes, coming to his place on the chain gang, was struck by the altered appearance of Kirkland.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000018_000001.wav,3752,American,"For God's sake, mr North!"" and beat on the bars with white and sweating hands.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000054_000005.wav,3752,American,"Fifty lashes, Troke.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000009_000001.wav,3752,American,"Get in."" So Kirkland, aged twenty two, and the son of Methodist parents, went in.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000015_000000.wav,3752,American,"Kirkland, ghastly pale, bleeding, with his woollen shirt torn, and his blue eyes wide open with terror, was clinging to the bars.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000022_000000.wav,3752,American,"""Very sorry, your reverence; but your reverence knows that I daren't do such a thing."" ""mr",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000040_000000.wav,3752,American,"""Silence!"" cried Troke.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000022_000001.wav,3752,American,"North!"" screamed Kirkland.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000009_000000.wav,3752,American,"""Stow your gaff,"" says Troke, with another oath, and impatiently striking the lad with his thong-""I can't argue here all night.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000054_000006.wav,3752,American,"Tell Macklewain to be ready-or stay, I'll tell him myself-I'll break the young devil's spirit, blank him.""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000039_000000.wav,3752,American,"""Oh,"" he said, ""that such a wretch as I should live!""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000003_000003.wav,3752,American,"He had been a clerk in a banking house, and was transported for embezzlement, though, by some, grave doubts as to his guilt were entertained.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000003_000002.wav,3752,American,"His name was Kirkland, and he belonged to what were known as the ""educated"" prisoners.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000012_000000.wav,3752,American,"""What's the matter here?"" he asked.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000025_000000.wav,3752,American,"North rushed away to the Commandant, and the instant his back was turned, Hailes, the watchman, flung open the door, and darted into the dormitory.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000056_000002.wav,3752,American,"His flogging wouldn't have killed a flea.""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000047_000000.wav,3752,American,"He had hardly uttered the words, when the boy flung himself beneath the log.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000028_000001.wav,3752,American,"You can guess what that unhappy boy has suffered.""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000056_000000.wav,3752,American,"""Troke-pick out some likely man, will you?",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000061_000000.wav,3752,American,"Kirkland was put into a separate cell that night; and Troke, by way of assuring him a good night's rest, told him that he was to have ""fifty"" in the morning.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000034_000000.wav,3752,American,"""Cheer up, man!"" said Dawes, touched with momentary pity.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000034_000001.wav,3752,American,"""It's no good being in the mopes, you know.""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000056_000001.wav,3752,American,That last fellow you had ought to have been tied up himself.,Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000028_000000.wav,3752,American,"""But, my good sir,"" protested North, restraining his impulse to overstep the bounds of modesty in his language to his superior officer, ""you know the character of the men in that ward.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000006_000000.wav,3752,American,"""I'm not to go in there?"" says the ex bank clerk, drawing back in dismay from the cloud of foul faces which lowered upon him.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000031_000000.wav,3752,American,"""What's become of Kirkland?"" he asked.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000003_000011.wav,3752,American,"I'll blank soon cure you of that!"" and forthwith ordered him to the chain gang for ""insubordination"".",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000003_000005.wav,3752,American,"So, doubtless, it was, and might have been, had not an untoward accident occurred.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000003_000010.wav,3752,American,"""You blank blank, is that your blank game?",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000053_000001.wav,3752,American,"""Your blessed hide'll feel for this, see if it don't.""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000003_000007.wav,3752,American,Kirkland belonged to a Methodist family and owned a piety utterly out of place in that region.,Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000020_000000.wav,3752,American,"""Can't sir, without an order from the Commandant.""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000017_000000.wav,3752,American,"""What, Kirkland!"" cried North, who was ignorant of the vengeance of the Commandant.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000042_000000.wav,3752,American,"""Have you ever been in that-that place I was in last night?"" asked Kirkland.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000032_000001.wav,3752,American,"""Poor young chap!",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000050_000001.wav,3752,American,But Kirkland kept steadily on for the river.,Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000019_000000.wav,3752,American,"""Let him out, watchman!"" said North.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000050_000000.wav,3752,American,"""Halt! you young fool,"" roared Troke, raising his carbine.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000041_000002.wav,3752,American,"""What have you been doing to get into this scrape?""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000032_000000.wav,3752,American,"""Fretted hisself to sleep, yer reverence,"" said Hailes, in accents of parental concern.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000005_000000.wav,3752,American,"The toil was severe, and the companionship uncouth, but despite his blistered hands and aching back, he had not experienced anything so very terrible after all.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000014_000000.wav,3752,American,"""mr North!",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000023_000000.wav,3752,American,"""Let him out!"" cried North again, stamping his foot.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000041_000000.wav,3752,American,"The work of the gang that afternoon was the carrying of some heavy logs to the water side, and Rufus Dawes observed that Kirkland was exhausted long before the task was accomplished.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000050_000002.wav,3752,American,"Just as he reached it, however, the figure of mr North rose from behind a pile of stones.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000008_000000.wav,3752,American,"""But, mr Troke-""",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000050_000003.wav,3752,American,"Kirkland jumped for the jetty, missed his footing, and fell into the arms of the chaplain.",Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000014_000001.wav,3752,American,"mr North!"" cried a voice, ""for the love of God, let me out of this place!""",Unknown
