file_path,speaker_id,accent,transcription,gender
data/audio/processed/libritts/251_118436_251_118436_000023_000002.wav,251,American,"The priests of Asura have a dim inkling of this truth, and so all nail trimmings, hair and other waste products of the persons of the royal family are carefully reduced to ashes and the ashes hidden.",Unknown
data/audio/processed/libritts/8297_275154_8297_275154_000003_000000.wav,8297,American,"Some days since, the yacht had again appeared in the bay.",Unknown
data/audio/processed/libritts/1462_170142_1462_170142_000040_000001.wav,1462,American,Bartley leaned his head in his hands and spoke through his teeth.,Unknown
data/audio/processed/libritts/6313_66125_6313_66125_000016_000000.wav,6313,American,"""Looks like a clump of bushes down there.",Unknown
data/audio/processed/libritts/2277_149897_2277_149897_000045_000000.wav,2277,American,"One of the galling incidents of this visit was that he came back on a Randolph Street car, and without noticing arrived almost opposite the building of the concern with which his son was connected.",Unknown
data/audio/processed/libritts/1919_142785_1919_142785_000064_000001.wav,1919,American,"It is a bulbous root, and when full grown, its leaves wither in July.",Unknown
data/audio/processed/libritts/5895_34629_5895_34629_000013_000001.wav,5895,American,"It was large enough to hold, in two rows, ten spectators.",Unknown
data/audio/processed/libritts/1673_143397_1673_143397_000003_000007.wav,1673,American,"Perhaps he might plead the insolence of their prosperity, and their deadly hatred of the Christians, whose blood they had recently shed in a malicious or accidental tumult.",Unknown
data/audio/processed/libritts/3752_4944_3752_4944_000050_000000.wav,3752,American,"""No?",Unknown
data/audio/processed/libritts/1272_135031_1272_135031_000052_000000.wav,1272,American,"""Oh, no; I'm quite sure he didn't.",Unknown
data/audio/processed/libritts/6241_61946_6241_61946_000035_000002.wav,6241,American,"His horse went to the very edge of the water, sniffed at the approaching wave and retreated.",Unknown
data/audio/processed/libritts/1919_142785_1919_142785_000001_000000.wav,1919,American,PICKLED CUCUMBERS.,Unknown
data/audio/processed/libritts/7976_110124_7976_110124_000063_000000.wav,7976,American,"""Our little sister was wiser than we were,"" said the middle daughter.",Unknown
data/audio/processed/libritts/1462_170142_1462_170142_000044_000004.wav,1462,American,And I've got nobody but you.,Unknown
data/audio/processed/libritts/5694_64029_5694_64029_000005_000002.wav,5694,American,From time to time different regiments were sent forward to do picket duty.,Unknown
data/audio/processed/libritts/2277_149897_2277_149897_000052_000000.wav,2277,American,"So here it was spread out clear before him, and now he knew what to expect.",Unknown
data/audio/processed/libritts/7976_110124_7976_110124_000039_000000.wav,7976,American,Soon she heard footsteps outside.,Unknown
data/audio/processed/libritts/8297_275156_8297_275156_000021_000001.wav,8297,American,"Considerations of delicacy seemed to forbid taking this liberty, even with an intimate friend.",Unknown
data/audio/processed/libritts/7976_110124_7976_110124_000009_000000.wav,7976,American,"""Do not be afraid to leave us, dear father,"" said his daughters. ""Nothing will harm us while you are away.""",Unknown
data/audio/processed/libritts/251_137823_251_137823_000064_000001.wav,251,American,"""Wow!"" Bud gasped.",Unknown
data/audio/processed/libritts/3752_4944_3752_4944_000008_000001.wav,3752,American,"""You have not been long in the colony, mr Meekin.",Unknown
data/audio/processed/libritts/2035_147961_2035_147961_000022_000000.wav,2035,American,"""And the wolves?"" Pavel asked.",Unknown
data/audio/processed/libritts/6319_64726_6319_64726_000009_000000.wav,6319,American,"""I am spinning, my fair child,"" said the old woman, who did not know her.",Unknown
data/audio/processed/libritts/6313_76958_6313_76958_000024_000002.wav,6313,American,"Our beds, on the plains, are wherever we happen to pull our boots off.""",Unknown
data/audio/processed/libritts/2078_142845_2078_142845_000052_000000.wav,2078,American,MUFFINS.,Unknown
data/audio/processed/libritts/6241_61943_6241_61943_000030_000002.wav,6241,American,"I want to know how we are to get up again.""",Unknown
data/audio/processed/libritts/8297_275154_8297_275154_000005_000000.wav,8297,American,These lines set Randal thinking seriously.,Unknown
data/audio/processed/libritts/6319_64726_6319_64726_000006_000000.wav,6319,American,"The king, in hopes of preventing what the old fairy had foretold, immediately issued an edict by which he forbade all persons in his dominion from spinning or even having spindles in their houses under pain of instant death.",Unknown
data/audio/processed/libritts/7976_105575_7976_105575_000007_000000.wav,7976,American,"Charge after charge was made upon our little line, and the Eleventh Ohio Battery, which the regiment was protecting, was taken and retaken three times.",Unknown
data/audio/processed/libritts/2277_149874_2277_149874_000008_000000.wav,2277,American,"""It's a big place,"" he said.",Unknown
data/audio/processed/libritts/6345_64257_6345_64257_000004_000001.wav,6345,American,All day the wind had been out.,Unknown
data/audio/processed/libritts/84_121550_84_121550_000272_000000.wav,84,American,"So she moved onward; and I do not think That her tenth step was placed upon the ground, When with her eyes upon mine eyes she smote,",Unknown
data/audio/processed/libritts/2086_149214_2086_149214_000004_000003.wav,2086,American,"If he think fit, also, he may so manage his atmospherical medium as to bring out or mellow the lights and deepen and enrich the shadows of the picture.",Unknown
data/audio/processed/libritts/1919_142785_1919_142785_000007_000000.wav,1919,American,four hundred.,Unknown
data/audio/processed/libritts/7850_73752_7850_73752_000012_000000.wav,7850,American,"'Only my lord with him,' was the reply.",Unknown
data/audio/processed/libritts/1462_170138_1462_170138_000023_000010.wav,1462,American,I shouldn't wonder if she could laugh about it with me now.,Unknown
data/audio/processed/libritts/1462_170142_1462_170142_000038_000007.wav,1462,American,"I can do that.""",Unknown
data/audio/processed/libritts/1993_147966_1993_147966_000015_000007.wav,1993,American,"Clearly, the affair had to be stopped.",Unknown
data/audio/processed/libritts/1988_24833_1988_24833_000005_000003.wav,1988,American,"She doesn't pick them up, but just having them in the room sure doesn't give her asthma.",Unknown
data/audio/processed/libritts/251_118436_251_118436_000035_000001.wav,251,American,'I know now what brings me to the pyre.,Unknown
data/audio/processed/libritts/8297_275154_8297_275154_000035_000001.wav,8297,American,"No, no; of course you won't forget."" He tried to rise, and fell back again into his chair.",Unknown
data/audio/processed/libritts/6313_66129_6313_66129_000016_000002.wav,6313,American,"A stout club for mine.""",Unknown
data/audio/processed/libritts/3752_4944_3752_4944_000011_000002.wav,3752,American,The dinner went off successfully.,Unknown
data/audio/processed/libritts/5338_284437_5338_284437_000020_000000.wav,5338,American,"""No, your Majesty,"" he replied; ""I'm only ----""",Unknown
data/audio/processed/libritts/5536_43363_5536_43363_000015_000002.wav,5536,American,"Some of us seemed to have a peculiar intuition for the locality of a grave, which they explained by saying that they had received a communication from the spirit of the departed.",Unknown
data/audio/processed/libritts/2902_9008_2902_9008_000036_000000.wav,2902,American,"'Ah, Fairest Wisdom, don't mention that horrid word out of the lecture room.",Unknown
data/audio/processed/libritts/8297_275155_8297_275155_000010_000001.wav,8297,American,"Don't be mysterious, my dear.",Unknown
data/audio/processed/libritts/1988_147956_1988_147956_000004_000000.wav,1988,American,"""If they're nice people, I hate to think of them spending the winter in that cave of Krajiek's,"" said grandmother.",Unknown
data/audio/processed/libritts/2086_149214_2086_149214_000006_000003.wav,2086,American,"When romances do really teach anything, or produce any effective operation, it is usually through a far more subtile process than the ostensible one.",Unknown
data/audio/processed/libritts/5338_24640_5338_24640_000012_000001.wav,5338,American,"They take their name from their leader, Richard Cameron.'",Unknown
data/audio/processed/libritts/3752_4944_3752_4944_000083_000000.wav,3752,American,"""Then don't you interfere with me, sir.""",Unknown
data/audio/processed/libritts/6313_66129_6313_66129_000014_000000.wav,6313,American,"""And we've got a surprise for you,"" announced Stacy, swelling with pride.",Unknown
data/audio/processed/libritts/6313_76958_6313_76958_000076_000001.wav,6313,American,"It is astonishing with how little a man can get along when he has to.""",Unknown
data/audio/processed/libritts/251_136532_251_136532_000020_000004.wav,251,American,"Without question, he had become, overnight, the most widely known archaeologist in history.",Unknown
data/audio/processed/libritts/174_168635_174_168635_000033_000003.wav,174,American,"It was this good woman who had lighted the fire in the stove, and prepared everything on the evening of their arrival.",Unknown
data/audio/processed/libritts/2035_147960_2035_147960_000012_000003.wav,2035,American,Her exultation was contagious.,Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000053_000001.wav,3752,American,"""Your blessed hide'll feel for this, see if it don't.""",Unknown
data/audio/processed/libritts/3000_15664_3000_15664_000013_000001.wav,3000,American,"Here you strike the old emigrant road, which leads over the low divide to the eastern slopes of the mountain.",Unknown
data/audio/processed/libritts/6241_61943_6241_61943_000034_000000.wav,6241,American,"I bowed by way of reply, put on my hat and furred cloak, and went out.",Unknown
data/audio/processed/libritts/2277_149896_2277_149896_000021_000001.wav,2277,American,"He'd take it to her-he would go up there and have a talk with her, and that at once.",Unknown
data/audio/processed/libritts/251_137823_251_137823_000032_000001.wav,251,American,"""We'd better not try to move him,"" Tom decided.",Unknown
data/audio/processed/libritts/8297_275156_8297_275156_000019_000005.wav,8297,American,"But that she would receive the same unremitting attention, while he was courting Catherine, which would have been offered to her under other circumstances, was not to be hoped.",Unknown
data/audio/processed/libritts/2803_154328_2803_154328_000028_000000.wav,2803,American,"Wilson and Olbinett joined their companions, and all united to dig through the wall-john with his dagger, the others with stones taken from the ground, or with their nails, while Mulrady, stretched along the ground, watched the native guard through a crevice of the matting.",Unknown
data/audio/processed/libritts/5536_43359_5536_43359_000011_000001.wav,5536,American,"If a girl, she is from this time much under the guardianship of her grandmother, who is considered the most dignified protector for the maiden.",Unknown
data/audio/processed/libritts/5895_34629_5895_34629_000051_000000.wav,5895,American,Of what was he thinking?,Unknown
data/audio/processed/libritts/2428_83699_2428_83699_000014_000001.wav,2428,American,"I felt quite lively myself as I mingled with the Christmas crowd, looking for things which might not turn out to be absolutely preposterous.",Unknown
data/audio/processed/libritts/1988_24833_1988_24833_000060_000002.wav,1988,American,So that's what we've been talking about all evening.,Unknown
data/audio/processed/libritts/5338_284437_5338_284437_000018_000000.wav,5338,American,The Queen gazed upon our friends with evident interest.,Unknown
data/audio/processed/libritts/6313_66125_6313_66125_000051_000000.wav,6313,American,"""Now, be very careful.",Unknown
data/audio/processed/libritts/6319_275224_6319_275224_000014_000001.wav,6319,American,"And what is the matter with the beautiful straggling branches, that they are to be cut off as fast as they appear?",Unknown
data/audio/processed/libritts/2412_153954_2412_153954_000007_000001.wav,2412,American,"I will spare the reader any description of the town, and would only bid him think of Domodossola or Faido.",Unknown
data/audio/processed/libritts/2902_9006_2902_9006_000017_000001.wav,2902,American,"They brought before the minds of churchmen a thousand new questions which must be solved, unless the Church was to relinquish for ever her claims as the great teacher and satisfier of the human soul.",Unknown
data/audio/processed/libritts/3170_137482_3170_137482_000067_000005.wav,3170,American,"Your apartment is ready, you may send your clothes: you shall have a servant, a gondola at your orders, my own table, and ten sequins a month.",Unknown
data/audio/processed/libritts/6313_66129_6313_66129_000029_000000.wav,6313,American,"""Yes.""",Unknown
data/audio/processed/libritts/8297_275155_8297_275155_000024_000005.wav,8297,American,"When he and I happened to be left together he naturally wondered, after having seen the beautiful wife, where the lucky husband might be.",Unknown
data/audio/processed/libritts/3752_4944_3752_4944_000100_000015.wav,3752,American,"In the midst of his arguments he found himself at the cupboard, with the bottle at his lips, in an attitude that was at once ludicrous and horrible.",Unknown
data/audio/processed/libritts/174_168635_174_168635_000017_000000.wav,174,American,Jean Valjean had never loved anything; for twenty five years he had been alone in the world.,Unknown
data/audio/processed/libritts/6241_61943_6241_61943_000038_000004.wav,6241,American,"I have not the slightest doubt that in high winds its red tiles were blown out, to the great annoyance of the pastor and congregation.",Unknown
data/audio/processed/libritts/1272_135031_1272_135031_000039_000000.wav,1272,American,"""He doesn't work at all.",Unknown
data/audio/processed/libritts/7976_110124_7976_110124_000014_000000.wav,7976,American,"Now, outside this city there was a band of bold robbers.",Unknown
data/audio/processed/libritts/2035_147961_2035_147961_000017_000000.wav,2035,American,"After the ceremony at the church, the party went to a dinner given by the parents of the bride.",Unknown
data/audio/processed/libritts/3081_166546_3081_166546_000070_000000.wav,3081,American,"""So they tell me.""",Unknown
data/audio/processed/libritts/2803_154320_2803_154320_000017_000004.wav,2803,American,"Think of Lady Glenarvan; think of Mary Grant!""",Unknown
data/audio/processed/libritts/7850_111771_7850_111771_000007_000004.wav,7850,American,"Indeed, if ever a General deserved honor, Grant had won it; he had opened the Mississippi to navigation, and had captured nearly one hundred thousand prisoners and arms.""",Unknown
data/audio/processed/libritts/1462_170142_1462_170142_000047_000001.wav,1462,American,"Bartley bent over and took her in his arms, kissing her mouth and her wet, tired eyes.",Unknown
data/audio/processed/libritts/8297_275154_8297_275154_000027_000000.wav,8297,American,"""You can't do it.""",Unknown
data/audio/processed/libritts/8842_304647_8842_304647_000034_000001.wav,8842,American,But my bell hath broke Her silence.,Unknown
data/audio/processed/libritts/5338_284437_5338_284437_000014_000000.wav,5338,American,"So they followed her through the low archway, and in a room beyond, very simply furnished, sat a young girl engaged in darning a pair of pink stockings.",Unknown
data/audio/processed/libritts/3752_4944_3752_4944_000040_000001.wav,3752,American,"""That's better.""",Unknown
data/audio/processed/libritts/7850_286674_7850_286674_000003_000000.wav,7850,American,"The Minnow Mothers did not think it was so much in the way the eggs were laid, ""although,"" said one, ""I always lay mine close together, instead of scattering them over the whole pond."" They thought the trouble came from bad bringing up or no bringing up at all.",Unknown
data/audio/processed/libritts/8297_275154_8297_275154_000006_000003.wav,8297,American,Had her beauty fascinated him?,Unknown
data/audio/processed/libritts/251_137823_251_137823_000031_000000.wav,251,American,The two boys scrambled through the clutter of debris toward the spot where the test stand had been erected.,Unknown
data/audio/processed/libritts/2277_149896_2277_149896_000011_000001.wav,2277,American,He thanked his stars that he did not have to confront that proposition just now when he needed to think so much.,Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000054_000003.wav,3752,American,"""Tried to bolt, eh!",Unknown
data/audio/processed/libritts/3853_163249_3853_163249_000064_000001.wav,3853,American,"mrs Sterling cut up her treasured old linen without a murmur; Letty made ""comfort bags"" by the dozen, put up jelly, and sewed on blue jackets with tireless industry; while Christie proclaimed that if she had twenty lovers she would send them all; and then made preparations enough to nurse the entire party.",Unknown
data/audio/processed/libritts/6313_76958_6313_76958_000047_000000.wav,6313,American,"""Hi, there!"" hissed Lumpy, filled with indignation that anyone should attempt to mount a pony from the right side.",Unknown
data/audio/processed/libritts/2035_147961_2035_147961_000007_000014.wav,2035,American,Pavel called for something and struggled up on his elbow.,Unknown
data/audio/processed/libritts/8842_302203_8842_302203_000011_000002.wav,8842,American,"In the second, I say how I told them.",Unknown
data/audio/processed/libritts/1462_170142_1462_170142_000013_000001.wav,1462,American,"She looked about desperately from Bartley to the door, then to the windows, and back again to Bartley.",Unknown
data/audio/processed/libritts/6319_275224_6319_275224_000008_000007.wav,6319,American,I quite feel for you!,Unknown
data/audio/processed/libritts/251_136532_251_136532_000016_000005.wav,251,American,"Another had fallen forward onto the table, arms extended, the emerald set of a ring twinkling dully on one finger.",Unknown
data/audio/processed/libritts/6313_66129_6313_66129_000039_000000.wav,6313,American,"""A cave?"" interrupted Tad.",Unknown
data/audio/processed/libritts/2902_9008_2902_9008_000054_000001.wav,2902,American,"How the finances of the provinces would go on without their kind assistance, I dare not think.",Unknown
data/audio/processed/libritts/2035_152373_2035_152373_000010_000007.wav,2035,American,"saint Aidan, the Apostle of Northumbria, had refused the late Egfrid's father absolution, on one occasion, until he solemnly promised to restore their freedom to certain captives of this description.",Unknown
data/audio/processed/libritts/5895_34615_5895_34615_000016_000001.wav,5895,American,Is there a providence of demons as well as of God? We put the question without answering it.,Unknown
data/audio/processed/libritts/8297_275154_8297_275154_000036_000001.wav,8297,American,"""You will stay here with me; and if I happen to be away, there will be somebody in the house, who is almost as fond of you as I am."" He mentioned the name of one of the old servants at Mount Morven, who had attached himself to Randal after the breakup of the family.",Unknown
data/audio/processed/libritts/251_118436_251_118436_000022_000001.wav,251,American,'Do you mean that lock of Bhunda Chand's hair?',Unknown
data/audio/processed/libritts/174_168635_174_168635_000036_000001.wav,174,American,"The poor child, who was used to being beaten, did not know the meaning of this, and ran away in confusion.",Unknown
data/audio/processed/libritts/7976_110124_7976_110124_000032_000008.wav,7976,American,The robber thought that she was as completely overcome by the sleeping powder as the others.,Unknown
data/audio/processed/libritts/6313_66129_6313_66129_000045_000004.wav,6313,American,"Of course, dogs can't follow the trail of an animal as well, now, as they could with snow on the ground.",Unknown
data/audio/processed/libritts/7976_105575_7976_105575_000015_000004.wav,7976,American,"General Rogers, who had led a brigade into the hopeless pit, lay on his back, dead, with his flag in his hand.",Unknown
data/audio/processed/libritts/1988_147956_1988_147956_000013_000002.wav,1988,American,"His hazel eyes were little and shrewd, like his mother's, but more sly and suspicious; they fairly snapped at the food.",Unknown
data/audio/processed/libritts/6313_66129_6313_66129_000080_000001.wav,6313,American,"Riding bravely out into the field, he tossed it to the ground.",Unknown
data/audio/processed/libritts/2902_9006_2902_9006_000006_000000.wav,2902,American,By Charles Kingsley,Unknown
data/audio/processed/libritts/8297_275155_8297_275155_000029_000000.wav,8297,American,Randal decided on leaving her.,Unknown
data/audio/processed/libritts/251_136532_251_136532_000002_000004.wav,251,American,"About seven eighths of its body capacity was lungs; it certainly breathed air containing at least half enough oxygen to support human life, or five times as much as the air around Kukan.",Unknown
data/audio/processed/libritts/5338_284437_5338_284437_000018_000001.wav,5338,American,"She smiled-a little sadly-at Trot, seemed to approve Button Bright's open, frank face and was quite surprised because Cap'n Bill was so much bigger than her own people.",Unknown
data/audio/processed/libritts/174_50561_174_50561_000063_000002.wav,174,American,"And the story of Martin Pippin in the Apple Orchard is so old now-some say a year old, some say even two.",Unknown
data/audio/processed/libritts/1993_147964_1993_147964_000005_000000.wav,1993,American,"We decided to have a country Christmas, without any help from town.",Unknown
data/audio/processed/libritts/7850_286674_7850_286674_000006_000002.wav,7850,American,"When they had to, they hurried in another way by taking a long leap through the water.",Unknown
data/audio/processed/libritts/6345_93302_6345_93302_000065_000001.wav,6345,American,"""Never,"" she said, her eyes flashing through her tears.",Unknown
data/audio/processed/libritts/8297_275156_8297_275156_000003_000000.wav,8297,American,"Randal could deny that he had seen Catherine, with perfect truth-and did deny it in the plainest terms.",Unknown
data/audio/processed/libritts/6345_93306_6345_93306_000003_000000.wav,6345,American,"THE last strains of the ill treated, ill fated ""Intermezzo"" had died away, and after them had died away also the rumbling of the wheels of the murderous barrel organ that had so gaily executed that, along with the nine other tunes of its repertory, to the admiration of the housemaid at the window of the house opposite, and the crowing delight of the two babies next door.",Unknown
data/audio/processed/libritts/2803_154328_2803_154328_000054_000000.wav,2803,American,"""No, my Lord!"" said Robert, taken aback by the disappearance of his friend Paganel.",Unknown
data/audio/processed/libritts/251_137823_251_137823_000022_000002.wav,251,American,His friend's eyelids flickered.,Unknown
data/audio/processed/libritts/174_168635_174_168635_000029_000001.wav,174,American,The entrance of that man into the destiny of that child had been the advent of God.,Unknown
data/audio/processed/libritts/3752_4944_3752_4944_000046_000000.wav,3752,American,"""Confound it-another of my best men,"" grumbled Burgess.",Unknown
data/audio/processed/libritts/2035_147961_2035_147961_000021_000000.wav,2035,American,"At length, as they breasted a long hill, peter rose cautiously and looked back.",Unknown
data/audio/processed/libritts/6319_275224_6319_275224_000021_000000.wav,6319,American,"He managed the affair very cleverly, it must be confessed.",Unknown
data/audio/processed/libritts/7976_110523_7976_110523_000024_000000.wav,7976,American,"When noon came, Grethel shared her bread with Hansel, who had strewn his on the path.",Unknown
data/audio/processed/libritts/2428_83699_2428_83699_000042_000000.wav,2428,American,That was all she said.,Unknown
data/audio/processed/libritts/7976_105575_7976_105575_000017_000004.wav,7976,American,"Possibly the best friend I had in the world, save my kin, was killed at that bridge.",Unknown
data/audio/processed/libritts/6345_93306_6345_93306_000011_000000.wav,6345,American,"She hesitated, then struck a chord or two and began another of those little tuneful Italian songs, all stars and flowers and hearts of gold. And again he listened with a quiet pleasure.",Unknown
data/audio/processed/libritts/5338_24615_5338_24615_000006_000003.wav,5338,American,"The court was spacious, well paved, and perfectly clean, there being probably another entrance behind the stables for removing the litter.",Unknown
data/audio/processed/libritts/2086_149220_2086_149220_000027_000003.wav,2086,American,"Do not go yet, if you please!",Unknown
data/audio/processed/libritts/251_137823_251_137823_000037_000001.wav,251,American,"""There would've been a lot more casualties.""",Unknown
data/audio/processed/libritts/2803_161169_2803_161169_000009_000002.wav,2803,American,"Look a little closer, while our guide lets the light of his lamp fall upon the black wall at your side.",Unknown
data/audio/processed/libritts/1673_143396_1673_143396_000015_000000.wav,1673,American,"With the moderate Docetes, he revered Mary as the spiritual, rather than as the carnal, mother of Christ, whose body either came from heaven, impassible and incorruptible, or was absorbed, and as it were transformed, into the essence of the Deity.",Unknown
data/audio/processed/libritts/251_136532_251_136532_000020_000002.wav,251,American,Maybe an even better thing; it had been only sixty odd years since the Orson Welles invasion scare.,Unknown
data/audio/processed/libritts/84_121123_84_121123_000067_000000.wav,84,American,"""I know it, sir; the servants who fled from the house informed me.",Unknown
data/audio/processed/libritts/3170_137482_3170_137482_000054_000000.wav,3170,American,The three friends were astounded.,Unknown
data/audio/processed/libritts/3752_4943_3752_4943_000059_000003.wav,3752,American,"I'll be down in the morning myself if I can.""",Unknown
data/audio/processed/libritts/2428_83705_2428_83705_000026_000002.wav,2428,American,It was an admirable plan.,Unknown
data/audio/processed/libritts/6241_61946_6241_61946_000035_000001.wav,6241,American,"He dug his heels into the sides of his steed, and made for the shore.",Unknown
data/audio/processed/libritts/1673_143397_1673_143397_000003_000003.wav,1673,American,"The interdiction of their religious worship appeared in his eyes a just and meritorious act; and he confiscated their holy vessels, without apprehending the guilt of sacrilege.",Unknown
data/audio/processed/libritts/174_168635_174_168635_000035_000000.wav,174,American,"Cosette laughed, chattered, and sang from daybreak.",Unknown
data/audio/processed/libritts/6345_93306_6345_93306_000036_000001.wav,6345,American,"""Of course he didn't.",Unknown
data/audio/processed/libritts/6313_66125_6313_66125_000071_000000.wav,6313,American,"""Wait a minute,"" cautioned the mountaineer.",Unknown
data/audio/processed/libritts/5895_34629_5895_34629_000018_000001.wav,5895,American,"There was a circus of women, ringing from morning till night with a magnificent peal of all sorts of instruments-psalteries, drums, rebecks, micamons, timbrels, reeds, dulcimers, gongs, chevrettes, bagpipes, German horns, English eschaqueils, pipes, flutes, and flageolets.",Unknown
data/audio/processed/libritts/3000_15664_3000_15664_000032_000000.wav,3000,American,"The vivid green of the boulders beneath the water is very striking, and colors the entire stream with the exception of the portions broken into foam.",Unknown
data/audio/processed/libritts/6345_93306_6345_93306_000056_000001.wav,6345,American,He answered nothing.,Unknown
data/audio/processed/libritts/6313_66125_6313_66125_000064_000002.wav,6313,American,"Keep your eyes shut till I tell you to open them.""",Unknown
data/audio/processed/libritts/174_50561_174_50561_000049_000000.wav,174,American,THE WANDERING SINGER,Unknown
data/audio/processed/libritts/3752_4944_3752_4944_000100_000008.wav,3752,American,He saw its amber fluid sparkle. He heard it gurgle as he poured it out.,Unknown
data/audio/processed/libritts/8297_275154_8297_275154_000007_000000.wav,8297,American,"In the short time that passed before the day of the dinner, distressing circumstances strengthened his resolution.",Unknown
data/audio/processed/libritts/5694_64038_5694_64038_000016_000000.wav,5694,American,TUSCUMBIA,Unknown
data/audio/processed/libritts/1462_170138_1462_170138_000024_000000.wav,1462,American,Bartley smiled and yawned and went to bed.,Unknown
data/audio/processed/libritts/251_136532_251_136532_000017_000002.wav,251,American,"Notice what's in the corners?""",Unknown
data/audio/processed/libritts/6345_93302_6345_93302_000062_000001.wav,6345,American,Then how can I ever trust you?,Unknown
data/audio/processed/libritts/8297_275154_8297_275154_000008_000004.wav,8297,American,And yet he spoke roughly; he looked like an angry man brought to bay.,Unknown
data/audio/processed/libritts/1462_170145_1462_170145_000028_000001.wav,1462,American,"I don't know what I ought to say, but I don't believe you'd be happy; truly I don't.",Unknown
data/audio/processed/libritts/7976_105575_7976_105575_000014_000010.wav,7976,American,It was the storming of Fort Robinett.,Unknown
data/audio/processed/libritts/1673_143397_1673_143397_000031_000009.wav,1673,American,"The patience of the meek Theodosius was provoked; and he dissolved in anger this episcopal tumult, which at the distance of thirteen centuries assumes the venerable aspect of the third oecumenical council.",Unknown
data/audio/processed/libritts/1988_148538_1988_148538_000002_000002.wav,1988,American,They want something productive and substantial in their pleasures; they want to mix actual fruition with their joy.,Unknown
data/audio/processed/libritts/5694_64038_5694_64038_000022_000001.wav,5694,American,"The cold November winds coming off the mountains of the northwest were blowing right in our faces, and nearly cutting us in two.",Unknown
data/audio/processed/libritts/251_137823_251_137823_000054_000001.wav,251,American,"Phyl, a pretty, dark haired girl, was the daughter of mr Swift's long-time friend and business associate, ""Uncle Ned"" Newton.",Unknown
data/audio/processed/libritts/2412_153954_2412_153954_000008_000005.wav,2412,American,"They felt my pulse, they looked at my tongue, they listened at my chest, they felt all my muscles; and at the end of each operation they looked at the chief and nodded, and said something in a tone quite pleasant, as though I were all right.",Unknown
data/audio/processed/libritts/6241_61946_6241_61946_000007_000001.wav,6241,American,"The truth is, that my spirits rose so rapidly, that I began to be indifferent to what had once appeared to be a terrible journey.",Unknown
data/audio/processed/libritts/7850_281318_7850_281318_000002_000004.wav,7850,American,"I don't know anything about housekeeping."" And the poor silly things ruffled up their feathers and looked miserable as only a little bird can look when it is unhappy.",Unknown
data/audio/processed/libritts/3000_15664_3000_15664_000012_000003.wav,3000,American,"Tracing this wild changing channel gorge, gully, or canyon, the sections will show Mount Shasta as a huge palimpsest, containing the records, layer upon layer, of strangely contrasted events in its fiery icy history.",Unknown
data/audio/processed/libritts/8297_275156_8297_275156_000003_000003.wav,8297,American,"We have both seen the same newspaper, of course-and you have been the first to clear the thing up.",Unknown
data/audio/processed/libritts/3000_15664_3000_15664_000020_000003.wav,3000,American,"The forest also was flooded with sun purple, not a spire moving, and Mount Shasta was seen towering above it rejoicing in the ineffable beauty of the alpenglow.",Unknown
