file_path,speaker_id,accent,gender,transcription
data/audio/processed/l2arctic/ZHAA_arctic_b0521.wav,ZHAA,Arabic,F,And he thought of Oona and of her words
data/audio/processed/l2arctic/ZHAA_arctic_b0535.wav,ZHAA,Arabic,F,He read his fragments aloud
data/audio/processed/l2arctic/ZHAA_arctic_b0253.wav,ZHAA,Arabic,F,The very opposite is true they are discouraged vagabonds
data/audio/processed/l2arctic/ZHAA_arctic_a0390.wav,ZHAA,Arabic,F,I'll go over tomorrow afternoon
data/audio/processed/l2arctic/ZHAA_arctic_b0509.wav,ZHAA,Arabic,F,He had fulfilled his duty and paid properly
data/audio/processed/l2arctic/ZHAA_arctic_b0284.wav,ZHAA,Arabic,F,There was one difficulty however
data/audio/processed/l2arctic/ZHAA_arctic_a0347.wav,ZHAA,Arabic,F,They are greatly delighted with anything that is bright or giveth a sound
data/audio/processed/l2arctic/ZHAA_arctic_a0421.wav,ZHAA,Arabic,F,By golly the boy wins
data/audio/processed/l2arctic/ZHAA_arctic_a0435.wav,ZHAA,Arabic,F,What do you mean by this outrageous conduct
data/audio/processed/l2arctic/ZHAA_arctic_b0290.wav,ZHAA,Arabic,F,He placed his paw on one and its movements were accelerated
data/audio/processed/l2arctic/ZHAA_arctic_a0353.wav,ZHAA,Arabic,F,Here the explosion of mirth drowned him out
data/audio/processed/l2arctic/ZHAA_arctic_a0409.wav,ZHAA,Arabic,F,He could feel a new stir in the land
data/audio/processed/l2arctic/ZHAA_arctic_a0186.wav,ZHAA,Arabic,F,Like a flash he launched himself into the feathered mass of the owl
data/audio/processed/l2arctic/ZHAA_arctic_b0045.wav,ZHAA,Arabic,F,Philip did not pursue the subject
data/audio/processed/l2arctic/ZHAA_arctic_a0192.wav,ZHAA,Arabic,F,He did not rush in
data/audio/processed/l2arctic/ZHAA_arctic_b0051.wav,ZHAA,Arabic,F,The sixth day he spent in the cabin with Gregson
data/audio/processed/l2arctic/ZHAA_arctic_b0079.wav,ZHAA,Arabic,F,The truth of it set Jeanne quivering
data/audio/processed/l2arctic/ZHAA_arctic_a0145.wav,ZHAA,Arabic,F,I have to be careful of them as they tear very easily
data/audio/processed/l2arctic/ZHAA_arctic_b0086.wav,ZHAA,Arabic,F,He can care for himself
data/audio/processed/l2arctic/ZHAA_arctic_a0151.wav,ZHAA,Arabic,F,And MacDougall was beyond the trail with three weeks to spare
data/audio/processed/l2arctic/ZHAA_arctic_b0092.wav,ZHAA,Arabic,F,I want to die in it
data/audio/processed/l2arctic/ZHAA_arctic_a0179.wav,ZHAA,Arabic,F,Tomorrow I'm going after that bear he said
data/audio/processed/l2arctic/ZHAA_arctic_a0178.wav,ZHAA,Arabic,F,Every bone in her aged body seemed broken or dislocated
data/audio/processed/l2arctic/ZHAA_arctic_b0093.wav,ZHAA,Arabic,F,Darkness hid him from Jeanne
data/audio/processed/l2arctic/ZHAA_arctic_a0150.wav,ZHAA,Arabic,F,Goodbye Pierre he shouted
data/audio/processed/l2arctic/ZHAA_arctic_b0087.wav,ZHAA,Arabic,F,They will search for us between their camp and Churchill
data/audio/processed/l2arctic/ZHAA_arctic_a0144.wav,ZHAA,Arabic,F,But there was something even more startling than this resemblance
data/audio/processed/l2arctic/ZHAA_arctic_b0078.wav,ZHAA,Arabic,F,There was pride and strength the ring of triumph in his voice
data/audio/processed/l2arctic/ZHAA_arctic_b0050.wav,ZHAA,Arabic,F,All this day Gregson remained in the cabin
data/audio/processed/l2arctic/ZHAA_arctic_a0193.wav,ZHAA,Arabic,F,It was edged with ice
data/audio/processed/l2arctic/ZHAA_arctic_b0044.wav,ZHAA,Arabic,F,For a few moments he ate in silence
data/audio/processed/l2arctic/ZHAA_arctic_a0187.wav,ZHAA,Arabic,F,Ahead of them they saw a glimmer of sunshine
data/audio/processed/l2arctic/ZHAA_arctic_a0408.wav,ZHAA,Arabic,F,The Eldorado emptied its occupants into the street to see the test
data/audio/processed/l2arctic/ZHAA_arctic_a0434.wav,ZHAA,Arabic,F,A half a case of tobacco was worth three pounds
data/audio/processed/l2arctic/ZHAA_arctic_a0352.wav,ZHAA,Arabic,F,I'm sure going along with you all Elijah
data/audio/processed/l2arctic/ZHAA_arctic_b0291.wav,ZHAA,Arabic,F,The awe of man rushed over him again
data/audio/processed/l2arctic/ZHAA_arctic_a0346.wav,ZHAA,Arabic,F,Get down and dig in
data/audio/processed/l2arctic/ZHAA_arctic_b0285.wav,ZHAA,Arabic,F,The hyena proceeded to dine
data/audio/processed/l2arctic/ZHAA_arctic_a0420.wav,ZHAA,Arabic,F,When I came to I was waving my hat and murmuring ecstatically
data/audio/processed/l2arctic/ZHAA_arctic_b0508.wav,ZHAA,Arabic,F,In his anxiety and solicitude and love they did not count
data/audio/processed/l2arctic/ZHAA_arctic_b0534.wav,ZHAA,Arabic,F,I'll tell you the librarian said with a brightening face
data/audio/processed/l2arctic/ZHAA_arctic_a0391.wav,ZHAA,Arabic,F,But he reconciled himself to it by an act of faith
data/audio/processed/l2arctic/ZHAA_arctic_b0252.wav,ZHAA,Arabic,F,It resembled tea less than lager beer resembles champagne
data/audio/processed/l2arctic/ZHAA_arctic_a0385.wav,ZHAA,Arabic,F,That's what Carnegie did
data/audio/processed/l2arctic/ZHAA_arctic_b0246.wav,ZHAA,Arabic,F,The boy grew and prospered
data/audio/processed/l2arctic/ZHAA_arctic_b0520.wav,ZHAA,Arabic,F,Hans hurled himself upon the prostrate man striking madly with his fists
data/audio/processed/l2arctic/ZHAA_arctic_a0568.wav,ZHAA,Arabic,F,He was just bursting with joy joy over what
data/audio/processed/l2arctic/ZHAA_arctic_a0540.wav,ZHAA,Arabic,F,Yea so are all the lesser animals of today clean
data/audio/processed/l2arctic/ZHAA_arctic_b0483.wav,ZHAA,Arabic,F,The flower of the artistic and intellectual world were revolutionists
data/audio/processed/l2arctic/ZHAA_arctic_a0226.wav,ZHAA,Arabic,F,That came before my A B C's
data/audio/processed/l2arctic/ZHAA_arctic_a0232.wav,ZHAA,Arabic,F,I cannot follow you she said
data/audio/processed/l2arctic/ZHAA_arctic_a0554.wav,ZHAA,Arabic,F,Jack London Waikiki Beach Honolulu Oahu
data/audio/processed/l2arctic/ZHAA_arctic_b0497.wav,ZHAA,Arabic,F,One great drawback to farming in California is our long dry summer
data/audio/processed/l2arctic/ZHAA_arctic_b0468.wav,ZHAA,Arabic,F,It was introduced by Representative Dick of Ohio
data/audio/processed/l2arctic/ZHAA_arctic_a0583.wav,ZHAA,Arabic,F,Enjoy it he did but principally for Steward's sake
data/audio/processed/l2arctic/ZHAA_arctic_b0440.wav,ZHAA,Arabic,F,There were stir and bustle new faces and fresh facts
data/audio/processed/l2arctic/ZHAA_arctic_b0326.wav,ZHAA,Arabic,F,Our Mister Howison will call upon you at your hotel
data/audio/processed/l2arctic/ZHAA_arctic_b0332.wav,ZHAA,Arabic,F,As to how she dressed he had no ideas at all
data/audio/processed/l2arctic/ZHAA_arctic_b0454.wav,ZHAA,Arabic,F,Eighteen he added
data/audio/processed/l2arctic/ZHAA_arctic_a0018.wav,ZHAA,Arabic,F,There was a change now
data/audio/processed/l2arctic/ZHAA_arctic_a0024.wav,ZHAA,Arabic,F,It was my reports from the north which chiefly induced people to buy
data/audio/processed/l2arctic/ZHAA_arctic_a0030.wav,ZHAA,Arabic,F,I had faith in them
data/audio/processed/l2arctic/ZHAA_arctic_b0118.wav,ZHAA,Arabic,F,We saw your light and thought you wouldn't mind a call
data/audio/processed/l2arctic/ZHAA_arctic_b0124.wav,ZHAA,Arabic,F,Two weeks passed and in that time Thorpe left camp three times
data/audio/processed/l2arctic/ZHAA_arctic_b0130.wav,ZHAA,Arabic,F,She saw the answer in his face
data/audio/processed/l2arctic/ZHAA_arctic_b0108.wav,ZHAA,Arabic,F,It was a miracle and I owe you my life
data/audio/processed/l2arctic/ZHAA_arctic_b0134.wav,ZHAA,Arabic,F,Blind with rage he darted in
data/audio/processed/l2arctic/ZHAA_arctic_b0120.wav,ZHAA,Arabic,F,There's the hitch replied Thorpe rolling a cigarette
data/audio/processed/l2arctic/ZHAA_arctic_a0008.wav,ZHAA,Arabic,F,Gad your letter came just in time
data/audio/processed/l2arctic/ZHAA_arctic_a0034.wav,ZHAA,Arabic,F,Men of Selden's stamp don't stop at women and children
data/audio/processed/l2arctic/ZHAA_arctic_a0020.wav,ZHAA,Arabic,F,Clubs and balls and cities grew to be only memories
data/audio/processed/l2arctic/ZHAA_arctic_b0478.wav,ZHAA,Arabic,F,The Oligarchy will encourage such ambition and the consequent competition
data/audio/processed/l2arctic/ZHAA_arctic_a0593.wav,ZHAA,Arabic,F,She'd make a good wife for the cashier
data/audio/processed/l2arctic/ZHAA_arctic_b0450.wav,ZHAA,Arabic,F,To my dearest and always appreciated friend I submit myself
data/audio/processed/l2arctic/ZHAA_arctic_b0336.wav,ZHAA,Arabic,F,How old are you mother
data/audio/processed/l2arctic/ZHAA_arctic_b0322.wav,ZHAA,Arabic,F,Their supply of grub was gone
data/audio/processed/l2arctic/ZHAA_arctic_a0587.wav,ZHAA,Arabic,F,He had comparatively no advantages at first
data/audio/processed/l2arctic/ZHAA_arctic_b0444.wav,ZHAA,Arabic,F,He did not know what went on in the minds of his superiors
data/audio/processed/l2arctic/ZHAA_arctic_a0578.wav,ZHAA,Arabic,F,But we'll just postpone this
data/audio/processed/l2arctic/ZHAA_arctic_a0550.wav,ZHAA,Arabic,F,This also became part of the daily schedule
data/audio/processed/l2arctic/ZHAA_arctic_b0493.wav,ZHAA,Arabic,F,You yellow giant thing of the frost
data/audio/processed/l2arctic/ZHAA_arctic_a0236.wav,ZHAA,Arabic,F,Don't you see I hate you
data/audio/processed/l2arctic/ZHAA_arctic_a0222.wav,ZHAA,Arabic,F,What part of the United States is your home
data/audio/processed/l2arctic/ZHAA_arctic_a0544.wav,ZHAA,Arabic,F,He may anticipate the day of his death
data/audio/processed/l2arctic/ZHAA_arctic_b0487.wav,ZHAA,Arabic,F,After all superfluous flesh is gone what is left is stringy and resistant
data/audio/processed/l2arctic/ZHAA_arctic_b0518.wav,ZHAA,Arabic,F,But there was also talk of witchcraft in the village
data/audio/processed/l2arctic/ZHAA_arctic_b0524.wav,ZHAA,Arabic,F,So far as flags were concerned they were beyond all jurisdiction
data/audio/processed/l2arctic/ZHAA_arctic_a0381.wav,ZHAA,Arabic,F,My name's Ferguson
data/audio/processed/l2arctic/ZHAA_arctic_b0242.wav,ZHAA,Arabic,F,The Japanese understood as we could never school ourselves or hope to understand
data/audio/processed/l2arctic/ZHAA_arctic_a0395.wav,ZHAA,Arabic,F,As for himself weren't the street railway earnings increasing steadily
data/audio/processed/l2arctic/ZHAA_arctic_b0256.wav,ZHAA,Arabic,F,Outwardly he maintained a calm and smiling aspect
data/audio/processed/l2arctic/ZHAA_arctic_b0530.wav,ZHAA,Arabic,F,He had a big chimpanzee that was a winner
data/audio/processed/l2arctic/ZHAA_arctic_a0418.wav,ZHAA,Arabic,F,The Portuguese boy crawled nearer and nearer
data/audio/processed/l2arctic/ZHAA_arctic_a0424.wav,ZHAA,Arabic,F,Obviously it was a disease that could be contracted by contact
data/audio/processed/l2arctic/ZHAA_arctic_a0342.wav,ZHAA,Arabic,F,Seventeen no eighteen days ago
data/audio/processed/l2arctic/ZHAA_arctic_b0281.wav,ZHAA,Arabic,F,Just the same I'd sooner be myself than have book indigestion
data/audio/processed/l2arctic/ZHAA_arctic_a0356.wav,ZHAA,Arabic,F,You don't catch me at any such foolishness
data/audio/processed/l2arctic/ZHAA_arctic_b0295.wav,ZHAA,Arabic,F,All right Sir replied Jock with great regret
data/audio/processed/l2arctic/ZHAA_arctic_a0430.wav,ZHAA,Arabic,F,Nevertheless we found ourselves once more in the high seat of abundance
data/audio/processed/l2arctic/ZHAA_arctic_b0068.wav,ZHAA,Arabic,F,Only the chance sound had led him to observe them
data/audio/processed/l2arctic/ZHAA_arctic_b0040.wav,ZHAA,Arabic,F,The thought set his blood tingling
data/audio/processed/l2arctic/ZHAA_arctic_a0183.wav,ZHAA,Arabic,F,And the air was growing chilly
data/audio/processed/l2arctic/ZHAA_arctic_b0054.wav,ZHAA,Arabic,F,He understood the meaning of the look
data/audio/processed/l2arctic/ZHAA_arctic_a0197.wav,ZHAA,Arabic,F,Such a dog the wise driver kills or turns loose
data/audio/processed/l2arctic/ZHAA_arctic_a0168.wav,ZHAA,Arabic,F,A low bush whipped him in the face and left no sting
data/audio/processed/l2arctic/ZHAA_arctic_b0083.wav,ZHAA,Arabic,F,In it there was something that was almost tragedy
data/audio/processed/l2arctic/ZHAA_arctic_a0140.wav,ZHAA,Arabic,F,Accept a father's blessing and with it this
data/audio/processed/l2arctic/ZHAA_arctic_b0097.wav,ZHAA,Arabic,F,Besides that noise makes me deaf
data/audio/processed/l2arctic/ZHAA_arctic_a0154.wav,ZHAA,Arabic,F,He was smooth shaven and his hair and eyes were black
data/audio/processed/l2arctic/ZHAA_arctic_a0155.wav,ZHAA,Arabic,F,Won't you draw up gentlemen
data/audio/processed/l2arctic/ZHAA_arctic_b0096.wav,ZHAA,Arabic,F,Within himself he called it no longer his own
data/audio/processed/l2arctic/ZHAA_arctic_a0141.wav,ZHAA,Arabic,F,It seems like a strange pointing of the hand of God
data/audio/processed/l2arctic/ZHAA_arctic_b0082.wav,ZHAA,Arabic,F,He bit his tongue and cursed himself at this fresh break
data/audio/processed/l2arctic/ZHAA_arctic_a0169.wav,ZHAA,Arabic,F,Suddenly Jeanne stopped for an instant
data/audio/processed/l2arctic/ZHAA_arctic_a0196.wav,ZHAA,Arabic,F,He began to follow the footprints of the dog
data/audio/processed/l2arctic/ZHAA_arctic_b0055.wav,ZHAA,Arabic,F,She was even more beautiful than when I saw her before
data/audio/processed/l2arctic/ZHAA_arctic_a0182.wav,ZHAA,Arabic,F,This time he did not yap for mercy
data/audio/processed/l2arctic/ZHAA_arctic_b0041.wav,ZHAA,Arabic,F,But if Pierre did not return until tomorrow
data/audio/processed/l2arctic/ZHAA_arctic_b0069.wav,ZHAA,Arabic,F,Could the incident have anything to do with Jeanne and Pierre
data/audio/processed/l2arctic/ZHAA_arctic_b0294.wav,ZHAA,Arabic,F,For a much longer time Lop Ear and I remained and watched
data/audio/processed/l2arctic/ZHAA_arctic_a0357.wav,ZHAA,Arabic,F,A month passed by and Bonanza Creek remained quiet
data/audio/processed/l2arctic/ZHAA_arctic_a0431.wav,ZHAA,Arabic,F,Wada and Na ka ta were in a bit of a funk
data/audio/processed/l2arctic/ZHAA_arctic_a0425.wav,ZHAA,Arabic,F,Otherwise no restriction is put upon their seafaring
data/audio/processed/l2arctic/ZHAA_arctic_b0280.wav,ZHAA,Arabic,F,Again the girls applauded and Missus Hall cried
data/audio/processed/l2arctic/ZHAA_arctic_a0343.wav,ZHAA,Arabic,F,You mean for this State General Alberta
data/audio/processed/l2arctic/ZHAA_arctic_a0419.wav,ZHAA,Arabic,F,The Portuguese boy passed the Hawaiian
data/audio/processed/l2arctic/ZHAA_arctic_b0257.wav,ZHAA,Arabic,F,Tudor surveyed him with withering disgust
data/audio/processed/l2arctic/ZHAA_arctic_a0394.wav,ZHAA,Arabic,F,It's the strap hangers that'll keep us from going under
data/audio/processed/l2arctic/ZHAA_arctic_b0531.wav,ZHAA,Arabic,F,I am sure it must have been some adventure
data/audio/processed/l2arctic/ZHAA_arctic_b0525.wav,ZHAA,Arabic,F,New idea he volunteered brand new idea
data/audio/processed/l2arctic/ZHAA_arctic_b0243.wav,ZHAA,Arabic,F,They had been on the same lay as ourselves
data/audio/processed/l2arctic/ZHAA_arctic_a0380.wav,ZHAA,Arabic,F,But in the canyons water was plentiful and also a luxuriant forest growth
data/audio/processed/l2arctic/ZHAA_arctic_b0519.wav,ZHAA,Arabic,F,Yea I will tell thee
